Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,3/24/2017,8.4,Park Plaza County Hall London, Netherlands , The underground Waterloo is very busy between 8 30 9 00 am we had to wait for six trains before we could ride along in a cart stuck like sardines in a can We arrived at the wrong chain reception showed us no smile at all didnt appoligized that we are at the wrong location She just did not care at all But this is the case in all London hotels I ve noticed Specially with the east European staff members Their accent showed through The sighing especially so rude Spending 200 a night should not give this service at all most annoying point was that we mentioned that we want a business invoice and mentioned it on booking com but they refuse to give us ons Only after consulting the manager we were granted what we wanted As a business traveler this is not convenient and very time consuming and annoying ,154,6117, Location was great but hidden behind their big brother from the same chain The restaurant served excellent food for reasonable prices The reception gave us discount coupons and upon their recomm we ate their Room were soundproof so we could have all the piece to study for an exam Big Ben at walking distance Great view from the hotel ,61,2,6.3,"[' Business trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",132 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,3/23/2017,8.4,Park Plaza County Hall London, United Arab Emirates , The airconditioner was warm and I found out just on the last night when I asked for a fan that the temps can be dropped by the staff It would have been nice to know that is advance pre authorization on your CC is needed in advance if u want to order room service Should be part of the initial CC pre authorization I shouldn t be paying each time I order something ,75,6117, Nice touristic location close to Wesminister and Big Ben Walking distance to London eye and many attractions Waterloo station is a 5 min walk and is serviced by a good bus network There is also a Starbucks for coffee lovers 2 minutes away ,45,21,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",133 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,3/13/2017,8.4,Park Plaza County Hall London, Netherlands , scary open elevator ,5,6117, The room was very clean as was the bathroom The bathroom has a separate shower with 2 shower heads and a bathtub Big welcome on the flatscreen The room has a big glass wall and being on the 13th floor the view was nice At breakfast coffee tee gets served at the table and staff was attentive enough to fill my waterflask with cold water The free internet connection was good above average video call and streaming tv was good no lag ,84,9,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 2 nights ']",143 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,03-07-2017,8.4,Park Plaza County Hall London, Germany , Nothing ,3,6117, We got a very nice room The receptionist Giulia was very helpful and friendly The housekeeping was very good and friendly I very much appreciate the coffee and tea kitchen in the room ,35,35,9.2,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 2 nights ']",149 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,2/20/2017,8.4,Park Plaza County Hall London, Germany , Breakfast Area often overcrowded room requires some maintenance Carpet Soap Holder in Shower House Keeping was often done relatively late ,22,6117, The Area and staff are very good,8,13,9.6,"[' Leisure trip ', ' Couple ', ' Studio Double Family ', ' Stayed 5 nights ']",164 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,1/16/2017,8.4,Park Plaza County Hall London, New Zealand , Room was quite cold only air conditioning was available and not needed considering its winter Buffet breakfast was nice but area is too small considering the number of people we saw each morning Luckily with a 6 year old we were early for breakfast only saw queues on leaving Tables very cramped and area cold with lobby doors constantly being opened Small things i noticed were no facecloths in bathroom or cleaning liquid cloth for kitchenette ,78,6117, Check in staff member was extremely helpful and friendly Helped to sort out my mistake of booking that day arriving by train a few hours later to find i had booked for a week later Helped with sorting out a room with a view of London Eye Big Ben as it wasnt available on booking com website ,59,26,7.5,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 2 nights ']",199 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,01-01-2017,8.4,Park Plaza County Hall London, Netherlands , Management is arrogant and unhelpfull Breakfast queues of half an hour way to small restaurant for busy times prebooked and confirmed room not there Reception is eager to add costs ,32,6117,No Positive,0,6,3.8,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",214 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,12/30/2016,8.4,Park Plaza County Hall London, United Arab Emirates , My 4th but now final stay at the Park Plaza County Hall What has previously been a fine hotel has descended below all expectations 4 night stay in a Studio King Family with plenty of issues 1 Studio King is a lie there is no king bed and reception cheerfully laughed off my complaint on the first day that this was a mis representation 2 Lifts during high occupancy average morning wait on the first floor 10 15mins The lift simply prioritises higher floors every time Yes there are stairs but with a 7 month pregnant wife I shouldn t have to rely on them 3 Breakfast again during high occupancy a disgrace 10 15 mins average wait for a table 4 Temperature control in the room does not work bedroom was a sauna whilst living area was cool 5 Shower Water pressure poor and shower head not properly cleaned with lots of outlets blocked with scum 6 Concierge on checking out did not help with luggage from room despite request link this to pregnant wife and useless lifts after waiting 15 mins I had to carry luggage down stairs with multiple trips as my waiting airport transfer was charging for exceeding permitted waiting time 7 Lobby bar is a nice area providing good value and options of f b but suffered from being too close to the entrance and so was very cold with a constant breeze from people coming and going from the hotel All in all an absolute joke yes I understand hotels struggle during high occupancy but this was simply unacceptable at the rate charged and service expectation What was my go to Central London hotel is now a NEVER AGAIN hotel ,288,6117, Not much to like,5,16,4.2,"[' Leisure trip ', ' Couple ', ' Studio Double Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",216 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,12/29/2016,8.4,Park Plaza County Hall London, New Zealand , Beds and pillows were a little hard and the glass sliding door on the toilet offered little privacy should you need it ,24,6117, hotel is in a great location for london eye and southbank rooms are well designed but bed a little hard Hotel staff set up sofa bed for our kids to share which was a nice touch Breakfast was really good too would definitely stay again ,47,4,7.5,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ']",217 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,12/27/2016,8.4,Park Plaza County Hall London, Germany , Some things were in urgent need of repair and attention such as the loose fittings on the shower unit and a corner of the bathroom false wall was breaking away ,32,6117, The service was excellent The breakfast was good fresh and plentiful ,13,4,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']",219 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,12/20/2016,8.4,Park Plaza County Hall London, Netherlands , We were in a studio adjacent to the atrium Whenever the elevators go up or down there s a loud clanging noise The bedroom is near the door right at the atrium It s not a continuous sound so earplugs were necessary On the second day when checking out I asked if one of the hotel staff would spend the night in our room 702 I believe so they could hear for themselves We got complimentary drinks because of our complaint but the first time we complained no action was taken With the extra topper mattress the bed was reasonably comfortable Beware of the metal leg of the sofabed when folded out ,114,6117, The staff was very friendly Cesar at the door arranged for a topper mattress for the sofabed When we got back to the room later all had been taken care of The studio had a little kitchen glasses and cups nice for making a cup of tea in the morning and for a drink at night The location was great close to the London Eye Starbucks and Waterloo Station was only a 12 minute walk ,77,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio Double Room ', ' Stayed 2 nights ']",226 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,12-04-2016,8.4,Park Plaza County Hall London, United Arab Emirates , My stay there was fabulous and I don t have anything that I don t like ,18,6117, I liked how they took care of me I got surprised as well as they have upgraded my room to executive room with a surprise wine for my birthday That s sweet,33,1,8.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",242 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11/20/2016,8.4,Park Plaza County Hall London, Germany ,No Negative,0,6117, This location is excellent for families and travel It was very easy to get on the Underground as well as walk right across Westminster Bridge and to all the sights The food was excellent The wait staff was very attentive both for breakfast and for dinner ,48,4,9.6,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 3 nights ']",256 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11/13/2016,8.4,Park Plaza County Hall London, France , Seems to be good value for money but consider you will have to queue for 20 before to get acc s to the breakfast room never experienced this before Just consider also that you will have to wait circa 7 8 every time you want take the lift Basically overcrowded for the facilities offered Management not present never ,60,6117, Noiseless location,3,5,5.4,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",263 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11-03-2016,8.4,Park Plaza County Hall London, France , We did not stay long enough,7,6117, Nice room overlooking the London Eye Handy little kitchen Nice size shower Food tasted great Activities organized by the staff for children over the week end Security guards watching the entrance and requesting to show room cards to take the lift ,43,30,9.6,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 1 night ', ' Submitted from a mobile device ']",273 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10/25/2016,8.4,Park Plaza County Hall London, Netherlands , Long queue for breakfast but it was the beginning of the Autumn holiday Breakfast room crowded ,18,6117, Comfortable rooms Excellent location Friendly helpful staff ,9,30,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",282 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10/16/2016,8.4,Park Plaza County Hall London, India , Room size for single occupancy was just too tiny I could hardly fit in 2 bags no view atall Tv channels were vintage too with no music channel even a basic movie channel and all was paid ,39,6117, The bed was comfy breakfast buffet was good enough and location was close to Westminster which is tourist hub ,21,4,5.4,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",291 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10-09-2016,8.4,Park Plaza County Hall London, United Arab Emirates , Every time you enter the hotel you have to show your key to make sure you are a resident of the hotel but they need to fix their attitude while asking instead making you feel as you are a intruder want to enter the hotel In addition time of check out they staff didn t help in taking the luggage from the reception to the car they asked me to ask the driver and that it s not their job to do so this single incident made me think twice to come back to this hotel or not Other than that everything was good,105,6117, The whole experiance that I don t need to interact with the staff,14,15,9.2,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",298 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,9/27/2016,8.4,Park Plaza County Hall London, Germany , room good have been a bit bigger breakfast room a bit crowded on weekends,15,6117, very friendly and cooperative staff very good breakfast nice bar nice room located very closely to Waterloo Station Big Ben Westminster Abbey and Buckingham Palace,26,6,8.3,"[' Leisure trip ', ' Family with older children ', ' Executive Studio City View ', ' Stayed 6 nights ']",310 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,9/19/2016,8.4,Park Plaza County Hall London, India , The bathroom had a seperate door for shower which was not able to close completely and before we realized the entire room was flooded ,26,6117, Location is good but not there is no parking or taxis to stop near the hotels,17,1,5,"[' Leisure trip ', ' Family with older children ', ' Studio Double Family ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",318 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,09-06-2016,8.4,Park Plaza County Hall London, Germany , We shared a room with my brother who was visiting and the hotel provided a pull out sofa bed That was fine Unfortunately the pullout bed was near the window and the regular bed was nearest the door My wife and I slept on the pullout bed just because of the access to windows and natural light I thought that the main bed should be closest to the window instead of the sitting area pullout bed Seemed like a bad layout plan The pullout bed was tolerable but we cannot comment on the main bed because we didn t sleep on it ,104,6117, Staff was very friendly and helpful throughout the day and night Very close to the London Eye ,19,3,9.2,"[' Leisure trip ', ' Family with young children ', ' Studio Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",331 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/17/2016,8.4,Park Plaza County Hall London, United Arab Emirates ,No Negative,0,6117, Staff are very nice and helpful simply they care very convenient location close to main London attractions our stay was pleasant and if we visited London again for sure we will check in at this hotel ,38,2,9.6,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 7 nights ']",351 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,08-04-2016,8.4,Park Plaza County Hall London, France , Bar Breakfast we had to wait 40mn in the queue Cool system flowing on the ground Family room too small TV couldn t be seen totally from the bed I will never recommend,34,6117, Location,2,4,4.2,"[' Leisure trip ', ' Family with young children ', ' Executive Studio City View Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",364 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,07-10-2016,8.4,Park Plaza County Hall London, India , The house keeping can be improved The staff forgot to replenish the tea and coffe amenities frequently ,19,6117, Comfortable and spacious rooms with extremely helpful and pleasant staff The security of the guests is taken care of very well specially late at night when the staff never fails to check if you re an actual guest at the hotel but of course with great politeness ,49,1,8.3,"[' Leisure trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",389 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,07-07-2016,8.4,Park Plaza County Hall London, United Arab Emirates , The breakfast is exactly the same each day which can get a little boring A lil variety would go a long way,23,6117, The location size of room cleanliness facilities all top notch ,12,1,10,"[' Leisure trip ', ' Couple ', ' Studio Double Family ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",392 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,6/14/2016,8.4,Park Plaza County Hall London, France , Parking next door too small tight,7,6117, Perfect location with great penthouse overlooking big ben Good comfort nice gym sauna Best in class breakfasr in room,20,8,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",415 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,6/13/2016,8.4,Park Plaza County Hall London, New Zealand , We had a kitchenette Some more bench space would have been nice The microwave took all the bench ,20,6117, Great location Nice sized room Modern And Clean friendly staff The breakfast was amazing ,16,7,10,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",416 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,05-12-2016,8.4,Park Plaza County Hall London, New Zealand , Old air conditioning doesn t work I put that on the coldest and still didn t worked Bathroom water system very old it made a bad noise when we were there No place to drop off and pick up ,41,6117, Location Laundry,3,22,4.6,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",448 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,05-03-2016,8.4,Park Plaza County Hall London, India , Room was small and not very clean The bathroom door had stains on it Room was very cold and it took a while to get it to normal temperature The shower handle was leaking ,36,6117, Location Right next to all major attractions ,9,1,5.4,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",457 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,4/24/2016,8.4,Park Plaza County Hall London, Germany , We ate in the Italian restaurant on Friday evening Our waitress was exceptional but this was were our experience ended The food was truly atrocious My husbands spaghetti bolognese went back twice but was still luke warm My steak was below average and how a kitchen can not cook chips so that they are not rock hard is beyond belief Such a shame ,65,6117, Room was great reception and front of house excellent as were all staff we came into contact with Breakfast first class and particularly the staff on duty both mornings Considering it was London marathon weekend hotel was very busy on the Saturday morning Well done to all in the restaurant for coping with a smile when they must have felt like screaming ,64,2,7.9,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",466 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,04-09-2016,8.4,Park Plaza County Hall London, India , Hotel needs more than location to be good Hire better staff Worst hotel ever I had booked penthouse suite for 1 night I would never ever use park plaza brand anywhere in the world Park plaza county hall should be a case study on how to lose customers Check in Early check in request was met with callous attitude the front desk seemed to enjoy the ordeal seeing us in distress of red eye from Washington with an ill family member All the front desk members were doings were enjoying my frustration Asked me to come back at 2PM as the policy stated I walked in exactly at 2PM guess what room wasn t ready Excuses and stories followed I didn t expect early check as a right but 2 problems 1 attitude of staff 2 weren t ready with room even as per written policy They played usual practice of offering me free breakfast which I refused and did not use Room Poor and dated furnishing Cheap furniture wardrobe doors did not close Air condition thermostat buttons don t work for setting the desired temperature you have to call the desk and tell them and they set it from maintenance room somewhere Room was freezing again at night causing my family members sickness grow bad and no one could sleep Silver lining Checkout was smooth with nice staff manager intervened during check in and tried to damage control sounded more constrictive and sensitive Hotel needs to hire such people everywhere ,253,6117, Location,2,4,3.3,"[' Business trip ', ' Family with older children ', ' Penthouse Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",481 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,01-03-2016,8.4,Park Plaza County Hall London, Netherlands , Elevators at rush hour Temperature and air not easy to regulate in internal rooms ,16,6117, End of the year in London Very good experience Hotel was part of it Quite expensive Specially 31 Dec dinner We would go back to this hotel but for a more reasonable price ,35,9,8.3,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",578 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,01-02-2016,8.4,Park Plaza County Hall London, India , Nothing,2,6117, Great location Close to the London Eye and Southbank Easy to get around bus and underground stations were less than 5 minutes away Room was spacious and extremely comfortable Bathroom was really nice with a bathtub and a shower area Kitchenette was well equipped and promptly cleaned by the house keeping staff each day Staff was helpful Had requested early check in and the room was ready when we arrived Free left luggage facilities were available thus we could check out and go around even on the last day when our flight was late at night ,98,4,10,"[' Leisure trip ', ' Group ', ' Executive Studio City View ', ' Stayed 5 nights ']",579 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11-10-2015,8.4,Park Plaza County Hall London, India , The reception staff is not at all courteous After paying so much they need extra money for everything We asked for good view room they need extra money for it We asked for late check out they need extra money for it The hotel does not have a lobby for spending some time You sit in the caf and they want that we should order something so that they get money The rooms are so small I will not recommend this hotel to anybody ,86,6117, The location is good that is it ,9,5,4.6,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 4 nights ']",632 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11-03-2015,8.4,Park Plaza County Hall London, Netherlands ,No Negative,0,6117, We enjoyed our dinner in the Hotel Restaurant The location is very handy for Westminster Big Ben and the Houses of Parliament the Southbank of the River Thames with its many restaurants cafes and Waterloo Station for connections to London Underground and national rail services ,47,11,8.8,"[' Leisure trip ', ' Family with older children ', ' Studio Double Room ', ' Stayed 2 nights ']",639 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11-01-2015,8.4,Park Plaza County Hall London, Germany , The italian restaurant was a bit too low level with respect to the overall impression of the hotel inspite the Chianti was superb The Bar service was super lousy,30,6117, Nice Hotel very convenient and friendly service,8,10,9.6,"[' Leisure trip ', ' Family with older children ', ' Studio Double Family ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",641 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10/27/2015,8.4,Park Plaza County Hall London, France , poor view from our room 2nd floor to a car park bins sofa bed for kid should have a thicker mattress,22,6117, location next to bus and metro stations friendly staff kitchen in the room confortable double bed large bathroom,19,9,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 7 nights ']",646 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,8/23/2015,8.4,Park Plaza County Hall London, Netherlands , Staff was extremely slow to respond to requests for assistance sometimes taking them hours to fulfill a request 1658 for 3 days in which I sat in a hotel room because I hurt my back assisting one of your employees get the curtains untangled from the balcony door,49,6117, Location and room,4,1,7.1,"[' Leisure trip ', ' Couple ', ' Junior Suite 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",711 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,07-07-2017,8.4,Park Plaza County Hall London, India , Nothing special ,4,6117, Location,2,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Studio Double Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",27 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,6/30/2017,8.4,Park Plaza County Hall London, Netherlands , A bit expensive for that price better properties can be rented ,13,6117,No Positive,0,8,7.5,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",34 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,6/27/2017,8.4,Park Plaza County Hall London, India , Small bathrooms,3,6117, Bigger rooms,3,3,9.2,"[' Leisure trip ', ' Group ', ' Studio Double Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",37 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,6/25/2017,8.4,Park Plaza County Hall London, India ,No Negative,0,6117, Averything,2,1,8.3,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",39 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,06-09-2017,8.4,Park Plaza County Hall London, Germany , Construction on streets ,5,6117, I have no idea what genius perks are Location superb ,12,7,10,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",55 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,5/30/2017,8.4,Park Plaza County Hall London, France , breakfast staff in the hall check in out ,10,6117, Very well located for london eye westminster and big ben Very clean Breakfast staff,15,6,6.7,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 2 nights ']",65 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,5/30/2017,8.4,Park Plaza County Hall London, Netherlands ,No Negative,0,6117, Studio with city view,5,6,8.3,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",65 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,5/14/2017,8.4,Park Plaza County Hall London, France ,No Negative,0,6117, strategic position great staff,5,1,7.9,"[' Leisure trip ', ' Group ', ' Executive Studio City View ', ' Stayed 2 nights ']",81 days,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,4/16/2017,8.4,Park Plaza County Hall London, Germany , The room was not so clean especially the bathroom ,11,6117, Location and friendly staff,5,1,6.7,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",109 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,04-05-2017,8.4,Park Plaza County Hall London, Germany , There was no coffee machine in the kitchenette Only instant coffee ,13,6117,No Positive,0,32,7.9,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",120 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,3/30/2017,8.4,Park Plaza County Hall London, Germany , Slow elevators,3,6117,No Positive,0,5,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']",126 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,03-02-2017,8.4,Park Plaza County Hall London, France ,No Negative,0,6117, Great staff thanks for the upgrade ,8,5,9.2,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 1 night ']",154 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,2/21/2017,8.4,Park Plaza County Hall London, France , il t a beaucoup de monde l usine,9,6117, la situation le breakfast,5,1,7.9,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",163 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,1/25/2017,8.4,Park Plaza County Hall London, Germany , staff at reception unfriendly,5,6117, nice clean room,4,4,6.3,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",190 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,1/22/2017,8.4,Park Plaza County Hall London, France , Nothing,2,6117, Good staff lovely room nice food excellent location ,10,2,10,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']",193 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,1/21/2017,8.4,Park Plaza County Hall London, New Zealand , Nothing will book again,5,6117, Location and price was good ,7,9,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",194 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,1/16/2017,8.4,Park Plaza County Hall London, Netherlands , Breakfast is too crowded and not very nice Also the bar was very cold because of opening doors ,20,6117, The location is great The staff is really friendly ,11,16,8.3,"[' Leisure trip ', ' Family with young children ', ' Studio Double Family ', ' Stayed 2 nights ']",199 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,12-06-2016,8.4,Park Plaza County Hall London, India , Room alloted to me and breakfast layout,8,6117, Bed and Cleaning,4,9,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",240 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11/29/2016,8.4,Park Plaza County Hall London, France , quite and clean room internet super slow,8,6117, location,2,16,5.4,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",247 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,11/14/2016,8.4,Park Plaza County Hall London, Netherlands , very inefficient elevator getting down from 23rd floor sometimes had more than 10 stops ,16,6117, nice hotel large and clean room no noise,9,41,8.3,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 2 nights ']",262 day,51.5014001,-0.1160092
1 Addington Street Lambeth London SE1 7RY United Kingdom,1322,10/18/2016,8.4,Park Plaza County Hall London, India , We booked jr Suit and breakfast was free Still they demanded 4 for omelet which is unacceptable ,19,6117,No Positive,0,9,3.8,"[' Leisure trip ', ' Family with young children ', ' Junior Suite 2 Adults ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",289 day,51.5014001,-0.1160092
